,id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,team1_powerplay,team2_powerplay,average_SR_inning1,average_SR_inning2,average_RR_inning1,average_RR_inning2,team2_extras,team1_extras
588,589,2016,Chandigarh,2016-04-19,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,RV Uthappa,"Punjab Cricket Association IS Bindra Stadium, Mohali",S Ravi,C Shamshuddin,41.0,65.0,1.104,1.330188679245283,6.6240000000000006,7.981132075471698,7.0,8.0
589,590,2016,Mumbai,2016-04-20,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,RG Sharma,Wankhede Stadium,AK Chaudhary,CK Nandan,49.0,51.0,1.3492063492063493,1.5405405405405406,8.095238095238095,9.243243243243244,13.0,3.0
590,591,2016,Rajkot,2016-04-21,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,10,B Kumar,Saurashtra Cricket Association Stadium,K Bharatan,HDPK Dharmasena,50.0,63.0,1.0975609756097562,1.4574468085106382,6.585365853658536,8.74468085106383,5.0,10.0
591,592,2016,Pune,2016-04-22,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,0,Royal Challengers Bangalore,13,0,AB de Villiers,Maharashtra Cricket Association Stadium,CB Gaffaney,VK Sharma,48.0,36.0,1.4453125,1.3650793650793651,8.671875,8.19047619047619,12.0,7.0
592,593,2016,Delhi,2016-04-23,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,0,Delhi Capitals,10,0,SV Samson,Feroz Shah Kotla,S Ravi,C Shamshuddin,41.0,52.0,1.2713178294573644,1.2622950819672132,7.627906976744186,7.5737704918032795,12.0,3.0
593,594,2016,Hyderabad,2016-04-23,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,Mustafizur Rahman,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,CK Nandan,35.0,65.0,1.1626016260162602,1.3035714285714286,6.975609756097561,7.821428571428571,5.0,5.0
594,595,2016,Rajkot,2016-04-24,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,bat,normal,0,Gujarat Lions,0,6,V Kohli,Saurashtra Cricket Association Stadium,K Bharatan,BNJ Oxenford,50.0,72.0,1.4754098360655739,1.467741935483871,8.852459016393443,8.806451612903226,3.0,14.0
595,596,2016,Pune,2016-04-24,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,2,SA Yadav,Maharashtra Cricket Association Stadium,CB Gaffaney,A Nand Kishore,31.0,59.0,1.3333333333333333,1.3064516129032258,8.0,7.838709677419354,6.0,10.0
596,597,2016,Chandigarh,2016-04-25,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,25,0,PA Patel,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,RJ Tucker,39.0,40.0,1.5241935483870968,1.3333333333333333,9.14516129032258,8.0,5.0,5.0
597,598,2016,Hyderabad,2016-04-26,Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,normal,1,Pune Warriors,34,0,AB Dinda,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,CK Nandan,27.0,46.0,0.959349593495935,1.2876712328767124,5.7560975609756095,7.726027397260275,8.0,13.0
598,599,2016,Delhi,2016-04-27,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,normal,0,Gujarat Lions,1,0,CH Morris,Feroz Shah Kotla,M Erasmus,S Ravi,71.0,22.0,1.421487603305785,1.4132231404958677,8.52892561983471,8.479338842975206,3.0,3.0
599,600,2016,Mumbai,2016-04-28,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,RG Sharma,Wankhede Stadium,Nitin Menon,RJ Tucker,59.0,64.0,1.45,1.575221238938053,8.7,9.45132743362832,1.0,5.0
600,601,2016,Pune,2016-04-29,Pune Warriors,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,3,DR Smith,Maharashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,48.0,72.0,1.56,1.5433070866141732,9.360000000000001,9.259842519685039,7.0,7.0
601,602,2016,Delhi,2016-04-30,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Delhi Capitals,27,0,CR Brathwaite,Feroz Shah Kotla,KN Ananthapadmanabhan,M Erasmus,37.0,43.0,1.5121951219512195,1.358974358974359,9.073170731707316,8.153846153846153,10.0,13.0
602,603,2016,Hyderabad,2016-04-30,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Sunrisers Hyderabad,15,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,49.0,45.0,1.564516129032258,1.4672131147540983,9.387096774193548,8.80327868852459,5.0,3.0
603,604,2016,Rajkot,2016-05-01,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,0,Kings XI Punjab,23,0,AR Patel,Saurashtra Cricket Association Stadium,BNJ Oxenford,VK Sharma,59.0,36.0,1.2622950819672132,1.065040650406504,7.5737704918032795,6.390243902439025,4.0,4.0
604,605,2016,Pune,2016-05-01,Pune Warriors,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,RG Sharma,Maharashtra Cricket Association Stadium,AY Dandekar,RJ Tucker,54.0,47.0,1.2519685039370079,1.424778761061947,7.511811023622047,8.548672566371682,8.0,6.0
605,606,2016,Bengaluru,2016-05-02,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,AD Russell,M Chinnaswamy Stadium,M Erasmus,S Ravi,40.0,37.0,1.4919354838709677,1.5241935483870968,8.951612903225806,9.14516129032258,4.0,19.0
606,607,2016,Rajkot,2016-05-03,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,8,RR Pant,Saurashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,35.0,61.0,1.2113821138211383,1.4150943396226414,7.2682926829268295,8.490566037735848,6.0,3.0
607,608,2016,Kolkata,2016-05-04,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,7,0,AD Russell,Eden Gardens,AK Chaudhary,HDPK Dharmasena,40.0,37.0,1.3333333333333333,1.2661290322580645,8.0,7.596774193548387,5.0,12.0
608,609,2016,Delhi,2016-05-05,Delhi Capitals,Pune Warriors,Pune Warriors,field,normal,0,Pune Warriors,0,7,AM Rahane,Feroz Shah Kotla,C Shamshuddin,RJ Tucker,48.0,50.0,1.2755905511811023,1.371900826446281,7.653543307086614,8.231404958677686,8.0,11.0
609,610,2016,Hyderabad,2016-05-06,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,B Kumar,"Rajiv Gandhi International Stadium, Uppal",M Erasmus,S Ravi,26.0,38.0,1.008,1.1025641025641026,6.048,6.615384615384615,5.0,6.0
610,611,2016,Bengaluru,2016-05-07,Pune Warriors,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,V Kohli,M Chinnaswamy Stadium,CB Gaffaney,BNJ Oxenford,60.0,46.0,1.5158730158730158,1.652542372881356,9.095238095238095,9.915254237288135,7.0,6.0
611,612,2016,Chandigarh,2016-05-07,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Kings XI Punjab,9,0,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali",HDPK Dharmasena,CK Nandan,45.0,51.0,1.4715447154471544,1.4098360655737705,8.829268292682928,8.459016393442623,8.0,9.0
612,613,2016,Visakhapatnam,2016-05-08,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,85,0,A Nehra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,S Ravi,C Shamshuddin,51.0,32.0,1.4390243902439024,0.8932038834951457,8.634146341463415,5.359223300970873,5.0,6.0
613,614,2016,Kolkata,2016-05-08,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,5,P Kumar,Eden Gardens,M Erasmus,RJ Tucker,28.0,46.0,1.2845528455284554,1.5045871559633028,7.7073170731707314,9.027522935779816,6.0,5.0
614,615,2016,Chandigarh,2016-05-09,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,1,0,SR Watson,"Punjab Cricket Association IS Bindra Stadium, Mohali",AK Chaudhary,HDPK Dharmasena,56.0,50.0,1.4112903225806452,1.4262295081967213,8.46774193548387,8.557377049180328,4.0,5.0
615,616,2016,Visakhapatnam,2016-05-10,Sunrisers Hyderabad,Pune Warriors,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,4,0,A Zampa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,CB Gaffaney,VK Sharma,34.0,25.0,1.113821138211382,1.0991735537190082,6.682926829268292,6.595041322314049,5.0,3.0
616,617,2016,Bengaluru,2016-05-11,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,KH Pandya,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,25.0,39.0,1.2377049180327868,1.2540983606557377,7.426229508196721,7.524590163934427,7.0,10.0
617,618,2016,Hyderabad,2016-05-12,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,CH Morris,"Rajiv Gandhi International Stadium, Uppal",K Bharatan,M Erasmus,51.0,50.0,1.168,1.3392857142857142,7.008,8.035714285714285,11.0,3.0
618,619,2016,Visakhapatnam,2016-05-13,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Kings XI Punjab,0,7,MP Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,CK Nandan,21.0,32.0,1.0163934426229508,1.1981132075471699,6.0983606557377055,7.188679245283018,8.0,11.0
619,620,2016,Bengaluru,2016-05-14,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,0,Royal Challengers Bangalore,144,0,AB de Villiers,M Chinnaswamy Stadium,AY Dandekar,VK Sharma,42.0,41.0,2.0327868852459017,0.8666666666666667,12.196721311475411,5.2,4.0,12.0
620,621,2016,Kolkata,2016-05-14,Pune Warriors,Kolkata Knight Riders,Pune Warriors,bat,normal,1,Kolkata Knight Riders,0,8,YK Pathan,Eden Gardens,A Nand Kishore,BNJ Oxenford,37.0,66.0,0.9537037037037037,1.9411764705882353,5.722222222222222,11.647058823529411,6.0,10.0
621,622,2016,Chandigarh,2016-05-15,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Sunrisers Hyderabad,0,7,HM Amla,"Punjab Cricket Association IS Bindra Stadium, Mohali",KN Ananthapadmanabhan,M Erasmus,47.0,55.0,1.4916666666666667,1.4634146341463414,8.95,8.78048780487805,3.0,9.0
622,623,2016,Visakhapatnam,2016-05-15,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Mumbai Indians,80,0,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,CK Nandan,45.0,49.0,1.7024793388429753,1.0862068965517242,10.21487603305785,6.517241379310345,7.0,3.0
623,624,2016,Kolkata,2016-05-16,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,9,V Kohli,Eden Gardens,CB Gaffaney,A Nand Kishore,51.0,63.0,1.464,1.631578947368421,8.784,9.789473684210526,12.0,3.0
624,625,2016,Visakhapatnam,2016-05-17,Delhi Capitals,Pune Warriors,Pune Warriors,field,normal,1,Pune Warriors,19,0,AB Dinda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,C Shamshuddin,28.0,44.0,0.9918032786885246,1.0704225352112675,5.950819672131148,6.422535211267605,2.0,7.0
625,626,2016,Bengaluru,2016-05-18,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,1,Royal Challengers Bangalore,82,0,V Kohli,M Chinnaswamy Stadium,KN Ananthapadmanabhan,M Erasmus,63.0,59.0,2.1752577319587627,1.348314606741573,13.051546391752577,8.089887640449438,8.0,6.0
626,627,2016,Kanpur,2016-05-19,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,6,DR Smith,Green Park,AK Chaudhary,CK Nandan,44.0,55.0,0.992,1.404494382022472,5.952,8.42696629213483,7.0,17.0
627,628,2016,Raipur,2016-05-20,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,6,KK Nair,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,46.0,37.0,1.3057851239669422,1.2777777777777777,7.8347107438016526,7.666666666666667,3.0,14.0
628,629,2016,Visakhapatnam,2016-05-21,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,normal,0,Pune Warriors,0,4,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,Nitin Menon,52.0,44.0,1.3983739837398375,1.3622047244094488,8.390243902439025,8.173228346456693,4.0,8.0
629,630,2016,Kanpur,2016-05-21,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,0,Gujarat Lions,0,6,SK Raina,Green Park,AK Chaudhary,CK Nandan,49.0,70.0,1.376,1.5585585585585586,8.256,9.35135135135135,8.0,6.0
630,631,2016,Kolkata,2016-05-22,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kolkata Knight Riders,22,0,YK Pathan,Eden Gardens,KN Ananthapadmanabhan,M Erasmus,48.0,48.0,1.3902439024390243,1.2016129032258065,8.341463414634147,7.209677419354838,4.0,11.0
631,632,2016,Raipur,2016-05-22,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,6,V Kohli,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,43.0,49.0,1.104,1.2522522522522523,6.6240000000000006,7.513513513513513,6.0,10.0
632,633,2016,Bengaluru,2016-05-24,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,AB de Villiers,M Chinnaswamy Stadium,AK Chaudhary,HDPK Dharmasena,23.0,31.0,1.264,1.382608695652174,7.5840000000000005,8.295652173913043,11.0,16.0
633,634,2016,Delhi,2016-05-25,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Sunrisers Hyderabad,22,0,MC Henriques,Feroz Shah Kotla,M Erasmus,C Shamshuddin,43.0,46.0,1.3064516129032258,1.1666666666666667,7.838709677419354,7.0,6.0,9.0
634,635,2016,Delhi,2016-05-27,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,4,DA Warner,Feroz Shah Kotla,M Erasmus,CK Nandan,38.0,46.0,1.296,1.393162393162393,7.776000000000001,8.35897435897436,5.0,2.0
635,636,2016,Bengaluru,2016-05-29,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,8,0,BCJ Cutting,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,59.0,59.0,1.6507936507936507,1.6129032258064515,9.904761904761905,9.67741935483871,14.0,9.0
636,7894,2018,Mumbai,07/04/18,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,1,DJ Bravo,Wankhede Stadium,Chris Gaffaney,A Nanda Kishore,40.0,42.0,1.3852459016393444,1.4193548387096775,8.311475409836065,8.516129032258064,4.0,7.0
637,7895,2018,Mohali,08/04/18,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,KL Rahul,"Punjab Cricket Association IS Bindra Stadium, Mohali",Rod Tucker,K Ananthapadmanabhan,48.0,73.0,1.3870967741935485,1.4736842105263157,8.32258064516129,8.842105263157896,6.0,1.0
638,7896,2018,Kolkata,08/04/18,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,4,SP Narine,Eden Gardens,C Shamshuddin,A.D Deshmukh,57.0,71.0,1.5041322314049588,1.5447154471544715,9.024793388429751,9.268292682926829,6.0,13.0
639,7897,2018,Hyderabad,09/04/18,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,9,S Dhawan,"Rajiv Gandhi International Stadium, Uppal",Nigel Llong,Vineet Kulkarni,51.0,60.0,1.064,1.35,6.384,8.1,8.0,8.0
640,7898,2018,Chennai,10/04/18,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,SW Billings,"MA Chidambaram Stadium, Chepauk",Anil Chaudhary,Chris Gaffaney,65.0,75.0,1.6829268292682926,1.7235772357723578,10.097560975609756,10.341463414634147,5.0,7.0
641,7899,2018,Jaipur,11/04/18,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,1,Rajasthan Royals,10,0,SV Samson,Sawai Mansingh Stadium,K Ananthapadmanabhan,Rod Tucker,51.0,63.0,1.4311926605504588,1.7027027027027026,8.587155963302752,10.216216216216216,3.0,3.0
642,7900,2018,Hyderabad,12/04/18,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,1,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",O Nandan,Nigel Llong,59.0,57.0,1.25,1.28099173553719,7.5,7.68595041322314,8.0,4.0
643,7901,2018,Bengaluru,13/04/18,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,UT Yadav,M Chinnaswamy Stadium,S Ravi,A.D Deshmukh,51.0,42.0,1.3529411764705883,1.38135593220339,8.11764705882353,8.288135593220339,6.0,4.0
644,7902,2018,Mumbai,14/04/18,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,normal,0,Delhi Capitals,0,7,JJ Roy,Wankhede Stadium,K Ananthapadmanabhan,Nitin Menon,90.0,53.0,1.632,1.628099173553719,9.792,9.768595041322314,10.0,2.0
645,7903,2018,Kolkata,14/04/18,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,5,B Stanlake,Eden Gardens,A Nanda Kishore,Anil Chaudhary,49.0,50.0,1.1788617886178863,1.2100840336134453,7.073170731707317,7.260504201680673,7.0,5.0
646,7904,2018,Bengaluru,15/04/18,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Rajasthan Royals,19,0,SV Samson,M Chinnaswamy Stadium,C Shamshuddin,S Ravi,56.0,65.0,1.8046875,1.6585365853658536,10.828125,9.951219512195122,14.0,6.0
647,7905,2018,Mohali,15/04/18,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kings XI Punjab,4,0,CH Gayle,"Punjab Cricket Association IS Bindra Stadium, Mohali",Vineet Kulkarni,O Nandan,76.0,58.0,1.6363636363636365,1.5968992248062015,9.818181818181818,9.581395348837209,1.0,13.0
648,7906,2018,Kolkata,16/04/18,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,0,Kolkata Knight Riders,71,0,N Rana,Eden Gardens,Anil Chaudhary,A Nanda Kishore,50.0,62.0,1.6885245901639345,1.4945054945054945,10.131147540983607,8.967032967032967,6.0,7.0
649,7907,2018,Mumbai,17/04/18,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,46,0,RG Sharma,Wankhede Stadium,Rod Tucker,Nitin Menon,71.0,57.0,1.811023622047244,1.3951612903225807,10.866141732283465,8.370967741935484,17.0,6.0
650,7908,2018,Jaipur,18/04/18,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,N Rana,Sawai Mansingh Stadium,S Ravi,A.D Deshmukh,49.0,53.0,1.3306451612903225,1.4434782608695653,7.983870967741935,8.660869565217391,5.0,3.0
651,7909,2018,Mohali,19/04/18,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Kings XI Punjab,15,0,CH Gayle,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nigel Llong,Anil Chaudhary,53.0,42.0,1.6341463414634145,1.4692307692307693,9.804878048780488,8.815384615384614,8.0,13.0
652,7910,2018,Pune,20/04/18,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,64,0,SR Watson,Maharashtra Cricket Association Stadium,Nitin Menon,K Ananthapadmanabhan,70.0,37.0,1.6666666666666667,1.2436974789915967,10.0,7.46218487394958,6.0,8.0
653,7911,2018,Kolkata,21/04/18,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,1,Kings XI Punjab,0,9,KL Rahul,Eden Gardens,C Shamshuddin,A.D Deshmukh,53.0,74.0,1.5625,1.855072463768116,9.375,11.130434782608695,9.0,2.0
654,7912,2018,Bengaluru,21/04/18,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,6,AB de Villiers,M Chinnaswamy Stadium,Chris Gaffaney,O Nandan,31.0,44.0,1.5121951219512195,1.6216216216216217,9.073170731707316,9.72972972972973,12.0,4.0
655,7913,2018,Hyderabad,22/04/18,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Chennai Super Kings,4,0,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",Anil Chaudhary,Vineet Kulkarni,28.0,41.0,1.5,1.4754098360655739,9.0,8.852459016393443,4.0,2.0
656,7914,2018,Jaipur,22/04/18,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,0,3,J Archer,Sawai Mansingh Stadium,Rod Tucker,K Ananthapadmanabhan,44.0,44.0,1.3870967741935485,1.403225806451613,8.32258064516129,8.419354838709676,5.0,6.0
657,7915,2018,Delhi,23/04/18,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,normal,0,Kings XI Punjab,4,0,AS Rajpoot,Feroz Shah Kotla,O Nandan,A Nanda Kishore,52.0,52.0,1.2661290322580645,1.1653543307086613,7.596774193548387,6.9921259842519685,14.0,9.0
658,7916,2018,Mumbai,24/04/18,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,31,0,Rashid Khan,Wankhede Stadium,C Shamshuddin,S Ravi,61.0,23.0,1.1206896551724137,0.7807017543859649,6.724137931034483,4.684210526315789,12.0,2.0
659,7917,2018,Bengaluru,25/04/18,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,5,MS Dhoni,M Chinnaswamy Stadium,Nigel Llong,Virender Kumar Sharma,52.0,56.0,1.717741935483871,1.7165354330708662,10.306451612903226,10.299212598425196,8.0,11.0
660,7918,2018,Hyderabad,26/04/18,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,13,0,AS Rajpoot,"Rajiv Gandhi International Stadium, Uppal",O Nandan,Yeshwant Barde,39.0,44.0,1.1382113821138211,1.043103448275862,6.829268292682927,6.258620689655173,8.0,2.0
661,7919,2018,Delhi,27/04/18,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Delhi Capitals,55,0,SS Iyer,Feroz Shah Kotla,C Shamshuddin,S Ravi,57.0,51.0,1.8130081300813008,1.3658536585365855,10.878048780487806,8.195121951219512,4.0,4.0
662,7920,2018,Pune,28/04/18,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,8,RG Sharma,Maharashtra Cricket Association Stadium,Chris Gaffaney,Nitin Menon,52.0,52.0,1.4193548387096775,1.4634146341463414,8.516129032258064,8.78048780487805,7.0,10.0
663,7921,2018,Jaipur,29/04/18,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,11,0,KS Williamson,Sawai Mansingh Stadium,Bruce Oxenford,A Nanda Kishore,39.0,43.0,1.2666666666666666,1.175,7.6,7.05,1.0,1.0
664,7922,2018,Bengaluru,29/04/18,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,CA Lynn,M Chinnaswamy Stadium,Nigel Llong,Anil Chaudhary,43.0,53.0,1.4919354838709677,1.5081967213114753,8.951612903225806,9.049180327868854,10.0,8.0
665,7923,2018,Pune,30/04/18,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,normal,0,Chennai Super Kings,13,0,SR Watson,Maharashtra Cricket Association Stadium,C Shamshuddin,Anil Dandekar,57.0,60.0,1.7580645161290323,1.6349206349206349,10.548387096774192,9.80952380952381,7.0,8.0
666,7924,2018,Bengaluru,01/05/18,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Royal Challengers Bangalore,14,0,TG Southee,M Chinnaswamy Stadium,Marais Erasmus,Nitin Menon,44.0,46.0,1.4065040650406504,1.353846153846154,8.439024390243903,8.123076923076923,6.0,23.0
667,7925,2018,Delhi,02/05/18,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,1,Delhi Capitals,4,0,RR Pant,Feroz Shah Kotla,O Nandan,Virender Kumar Sharma,62.0,81.0,1.8623853211009174,2.0,11.174311926605505,12.0,7.0,4.0
668,7926,2018,Kolkata,03/05/18,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,SP Narine,Eden Gardens,Kumar Dharmasena,A.D Deshmukh,57.0,58.0,1.4959349593495934,1.6991150442477876,8.975609756097562,10.194690265486726,7.0,12.0
669,7927,2018,Indore,04/05/18,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,6,AS Yadav,Holkar Cricket Stadium,S Ravi,Anil Dandekar,51.0,40.0,1.472,1.5689655172413792,8.832,9.413793103448276,10.0,6.0
670,7928,2018,Pune,05/05/18,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,6,RA Jadeja,Maharashtra Cricket Association Stadium,Nitin Menon,Yeshwant Barde,50.0,43.0,1.0826446280991735,1.2053571428571428,6.495867768595041,7.232142857142857,4.0,7.0
671,7929,2018,Hyderabad,05/05/18,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,normal,0,Sunrisers Hyderabad,0,7,Rashid Khan,"Rajiv Gandhi International Stadium, Uppal",Bruce Oxenford,O Nandan,61.0,64.0,1.360655737704918,1.3709677419354838,8.163934426229508,8.225806451612902,3.0,6.0
672,7930,2018,Mumbai,06/05/18,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Mumbai Indians,13,0,HH Pandya,Wankhede Stadium,Kumar Dharmasena,A.D Deshmukh,56.0,52.0,1.496,1.462809917355372,8.976,8.776859504132231,6.0,9.0
